term	uri	rigidity	identity	own_identity	unity	dependence	classification	rigidity_reasoning	identity_reasoning	own_identity_reasoning	unity_reasoning	dependence_reasoning	error
Butterfly	http://example.org/guarino-messy#Butterfly	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Butterfly is a rigid property because if an entity is an instance of a butterfly, it cannot cease to be a butterfly without losing its identity or ceasing to exist (actual existence). Unlike a phase or role, being a butterfly is inherent to the entity's nature for its entire life span as that individual organism.	Butterflies are sortals that carry a diachronic identity condition, allowing one to distinguish and re-identify a specific butterfly throughout its lifecycle via biological and spatio-temporal continuity.	As a natural kind, Butterfly is a rigid property that supplies its own global identity conditions (ontologically distinguishing it as a specific sortal within its taxonomic hierarchy) rather than merely inheriting them from a more general property like Animal.	A Butterfly is an intrinsic biological whole. Its parts (wings, thorax, antennae) exhibit topological, morphological, and functional unity through a specific biological structure that is maintained throughout its existence as an individual.	A butterfly is an independent entity that does not require the necessary existence of a specific external entity (that is not a part or constituent) to exist as an instance of its type, unlike roles such as 'Parent' or 'Student'.	
Red	http://example.org/guarino-messy#Red	-R	-I	-O	-U	+D	Attribution (Non-rigid, no identity)	The property 'Red' is non-rigid because it is not essential to its instances. An object can be red and naturally change its color (or be painted) while retaining its identity as the same physical object. It is not ~R (anti-rigid) because there are some instances, like certain monochromatic light waves or specific chemical compounds, where the color may be considered an essential characteristic of that specific phenomenon.	The property 'Red' is a non-sortal and does not carry its own identity condition. It is a quality that characterizes objects, but there is no principled way to distinguish or re-identify one instance of the color 'red' from another without reference to the object that carries it.	The property 'Red' is a non-sortal and does not carry an identity condition (-I). Since a property can only supply an identity condition (+O) if it carries one, and 'Red' has no criteria to distinguish individual instances of its extension based on identity (one does not identify an object as 'the same Red'), it follows that it cannot supply its own IC.	The property 'Red' (or 'Red Thing') does not carry a specific unity condition. Its instances can be a single whole (like a red ball), a part of a whole, or an arbitrary collection of red items. There is no common unifying relation that binds the parts of all red things together into intrinsic wholes.	Red is a quality or property that cannot exist on its own; it must be manifested in or carried by a physical object or medium (the bearer of the color) to have actual existence.	
Food	http://example.org/guarino-messy#Food	~R	-I	-O	-U	+D	Role (Anti-rigid, dependent)	Food is a role property; an entity (like an apple) can exist without being food, and it can cease to be food (e.g., if it rots or is reclassified) while maintaining its underlying identity.	The term 'Food' is a non-sortal role property. It describes the function or usage of an essence (like an apple or a sandwich) rather than supplying or carrying its own identity condition. We identify 'this food' by identifying the underlying physical object that happens to be food; therefore, Food itself does not carry an inherent identity condition.	Since the entity was determined to be -I (not carrying an identity condition), it logically cannot be +O, as supplying an identity condition (+O) requires carrying one. Furthermore, 'Food' is a role or functional property; the identity of its instances is inherited from the physical objects (like an Apple or Meat) that satisfy the role, rather than being defined by the property of being food itself.	Food is a functional property that can be attributed to both discrete wholes (an apple, +U) and non-wholes/masses (soup, flour, ~U). Because it does not provide a single, consistent unity condition for all its instances, it is classified as non-unifying.	FOOD is an externally dependent property because an entity only becomes food in relation to a consumer or a process of consumption. Nothing is food inherently; its status as food depends on the existence of an organism that can derive nourishment from it.	
Animal	http://example.org/guarino-messy#Animal	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Animal is a rigid property because if an entity is an animal, it must be an animal in all possible worlds. An instance cannot cease to be an animal without ceasing to exist as that specific individual.	Animal is a sortal property that carries identity conditions (IC). Individual instances of animals can be identified and distinguished from one another using criteria such as biological continuity, genetic markers, or spatio-temporal history, allowing for re-identification over time.	Animal is a rigid sortal that supplies its own global identity condition (e.g., biological continuity of a specific organism). It does not inherit its primary identity from a more general category like 'Physical Object', as the identity of an animal is distinct from the identity of the matter composing it.	Every animal is an intrinsic whole whose parts (organs, limbs, cells) are integrated through biological and functional connections. Being an animal implies a maximal self-connectedness that persists throughout the entity's existence.	Under this ontological framework, an Animal is considered independent because its existence is not defined by a necessary external relationship with another specific entity. Unlike roles like 'Student' or 'Parent' which require a 'School' or 'Child', an animal exists as a self-contained biological organism.	
RedApple	http://example.org/guarino-messy#RedApple	-R	+I	-O	+U	-D	Category or Mixin (Non-rigid)	While being an Apple is rigid, being Red is a contingent property. An apple can exist without being red (e.g., when it is green before ripening) and could potentially have its color changed while remaining the same individual apple.	As a specialization of Apple (a physical object), RedApple carries an identity condition based on spatio-temporal continuity and biological characteristics, allowing for the re-identification of a specific instance through change.	While RedApple carries an identity condition (+I), it does not supply it. The identity conditions (such as spatio-temporal continuity and biological origin) are supplied by the more general rigid property 'Apple'. RedApple is a specialization based on a non-rigid or accidental quality (color) and thus inherits its identity from 'Apple'.	As an instance of a physical fruit, a RedApple is an intrinsic whole with a clear morphological and biological unity. Its parts (flesh, skin, seeds) are integrated under a specific self-connected structure that distinguishes it as a single entity rather than an arbitrary aggregate or scattered amount of matter.	A RedApple is an intersection of a sortal property (Apple) and a quality (Red). It does not require the existence of a separate, non-constituent entity to exist, unlike roles such as 'Parent' or 'Student'.	
Group	http://example.org/guarino-messy#Group	+R	+I	+O	~U	+D	Sortal (Rigid, supplies identity)	A group is defined by its membership or collective identity; if an entity is a group, it is essentially a group. An instance of a group cannot cease to be a group and remain the same individual entity, unlike a role (e.g., being a 'Member') which an individual can join or leave.	A group carries an identity condition, typically defined by its membership or its founding constitution. Because instances of groups can be distinguished from one another and re-identified over time (even through membership changes, depending on the specific conceptualization), the property is a sortal.	A Group supplies its own identity condition based on the specific criteria of membership and organization defined by the group type. While it is a sortal (+I), its identity is not merely inherited from a generic parent property like 'Entity'; it defines what constitutes the sameness of a collective over time, distinguishing it from a mere collection or individual.	A group is typically an aggregate of distinct entities and carries anti-unity (~U) because its instances are not intrinsic wholes with a singular, common unity condition; rather, they are sums of individuals that do not necessarily form a single integrated whole in the same sense as an organic or biological entity.	A group is externally dependent on the existence of its members. By definition, a group cannot exist without at least two distinct entities that constitute its membership.	
Country	http://example.org/guarino-messy#Country	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	Under standard ontological conceptualizations, being a Country is a rigid property. If an entity is a country, it cannot cease to be a country without losing its identity as that specific entity. While its borders or government may change, it does not 'stop' being a country to become a different kind of entity (like a person or a physical rock) and remain the same instance.	The property 'Country' carries an identity condition because its instances can be uniquely identified and re-identified over time through specific criteria such as geographical boundaries, recognized sovereignty, and international legal status. It behaves as a sortal.	The property 'Country' supplies its own specific identity conditions (often based on geopolitical boundaries, international recognition, or constitutional history) that are not merely inherited from a more general concept like 'Geographic Region' or 'Organization'. As a rigid sortal (+R, +I), it provides the specific criteria used to identify and distinguish one country from another over time.	A Country is an intrinsic whole characterized by functional and topological unity. Its instances consist of geographical territories and legal infrastructures integrated into a single sovereign entity, rather than being arbitrary aggregates of land or matter.	A country is considered an independent entity. While it is related to its territory and population, it does not have external notional dependence on another specific external property (in the way a 'Parent' depends on a 'Child' or a 'Student' on a 'School'). It exists as a primary sortal in the political/geographical domain.	
AmountOfMatter	http://example.org/guarino-messy#AmountOfMatter	+R	-I	-O	~U	-D	Attribution or Quality	AmountOfMatter is a rigid property because an instance of matter (e.g., a specific collection of atoms) cannot cease to be an amount of matter without ceasing to exist entirely. It is essential to its instances in all possible worlds.	According to the provided text, while an amount of matter may have mereological extensionality (defined by its parts), it does not carry a global identity condition that allows instances to be re-identified through changes in composition, unlike a sortal like 'Person'. It is specifically cited as an example of a property that lacks the meta-property of carrying identity in the context of distinguishing individuals with spatio-temporal continuity.	While AmountOfMatter carries identity conditions (such as mereological extensionality), the analysis assumes that if an entity is marked -I, it lacks identity entirely and therefore cannot supply its own identity condition (+O). Furthermore, in many ontological frameworks, an entity inherits its identity from a more specific rigid property or is treated as a property that does not explicitly supply the global sortal criteria for its instances.	Instances of AmountOfMatter are strictly defined by their constituent parts without a unifying relation. Any subset of an amount of matter is also matter, and any sum of matter is matter; therefore, its instances lack a maximal self-connectedness or a topological/functional whole structure, making it strictly anti-unity.	An amount of matter can exist in isolation without requiring the existence of a specific external entity (that is not a part or constituent) to maintain its ontological status.	
PhysicalObject	http://example.org/guarino-messy#PhysicalObject	+R	+I	+O	+U	-D	Sortal (Rigid, supplies identity)	PhysicalObject is a rigid property because an entity that is a physical object cannot cease to be a physical object without losing its identity or ceasing to exist entirely. Being a physical object is essential to all its instances in all possible worlds.	PhysicalObject carries an identity condition, typically defined through spatio-temporal continuity. This allows for the principled re-identification of instances and distinguishes one physical object from another within a given conceptualization.	A PhysicalObject is a rigid sortal that supplies its own fundamental identity condition (such as spatio-temporal continuity or specific structural integrity) rather than inheriting it from a more general category.	A Physical Object is an intrinsic whole that maintains topological or morphological unity, distinguishing its parts from the rest of the world through a unifying relation (e.g., connection or shape).	A PhysicalObject does not require the existence of another specific entity (which is not a part or constituent of itself) in order to exist; its existence is intrinsically defined.	
GroupOfPeople	http://example.org/guarino-messy#GroupOfPeople	+R	+I	+O	~U	+D	Sortal (Rigid, supplies identity)	Under most ontological conceptualizations, a property like Group is rigid because its instances (specific groups) cannot cease to be groups without losing their identity. While the members of a GroupOfPeople may change (if considered a collective entity) or the group may be disbanded, an entity that is a group cannot continue to exist as a non-group entity.	GroupOfPeople carries an identity condition, typically based on the distinct identities of its specific members or a historical/organizational origin that allows it to be re-identified over time.	A GroupOfPeople is a rigid sortal that supplies its own identity condition (often based on its specific membership or a collective purpose) rather than inheriting it from a more general category like 'Object' or 'Organization'.	A group of people is an aggregate of individuals where the identity of the set is based on its members (mereological sums) rather than a functional or biological connection that turns the collection itself into an intrinsic whole. Its parts are independent wholes, and the group itself lacks the forced topological or formal integration required for +U.	A GroupOfPeople is externally dependent on the property of Person; it cannot exist as a concept or entity without the existence of multiple individuals (the members) who are not identical to the group itself but satisfy the property of being a person.	
