term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
Butterfly	http://example.org/guarino-messy#Butterfly	+R	+I	+O	+U	-D	Sortal	"A butterfly is a type of insect that undergoes complete metamorphosis, passing through the stages of egg, larva (caterpillar), pupa, and adult. Butterflies are characterized by their large, often brightly colored wings, and they are found in many different environments around the world. The term ""butterfly"" refers to a specific kind of organism with essential biological properties that define what it means to be a butterfly. This entity carries its own identity condition, as being a butterfly is intrinsic to the organism's nature. Butterflies are independent entities that do not depend on other entities for their existence. They are also unifying wholes, as each butterfly is a single, coherent organism."	
Red	http://example.org/guarino-messy#Red	~R	-I	-O	-U	-D	Mixin	"The term ""Red"" refers to a color property. It is not essential to any particular instance, as objects can change color. It does not carry an identity condition, as two objects being red does not imply they are the same object. It does not supply its own identity condition. It is neither unifying nor anti-unifying, as it does not describe mereological wholeness. It is independent, as instances of red objects can exist autonomously."	
Food	http://example.org/guarino-messy#Food	-R	-I	-O	-U	-D	Category	Food is a broad category that encompasses a wide variety of substances consumed by humans and animals for nutritional purposes. It is not essential to all instances in all possible worlds, as the concept of food can vary greatly across different contexts and species. Food does not carry a specific identity condition that distinguishes one instance of food from another. It does not supply its own identity condition but rather inherits it from more specific categories (e.g., apple, bread). Food instances can be intrinsic wholes (e.g., an apple) or aggregates (e.g., a salad). Food instances can exist autonomously, as they do not depend on other entities for their existence.	
Animal	http://example.org/guarino-messy#Animal	+R	+I	+O	+U	-D	Sortal	"The term ""Animal"" refers to a broad category of living organisms that are characterized by being multicellular, eukaryotic, and heterotrophic. Animals are essential to their instances across all possible worlds, meaning that if something is an animal, it will always be an animal. This property carries an identity condition, as two instances of animals can be identified as the same based on their biological characteristics. The property ""Animal"" supplies its own identity condition, as it defines what it means to be an animal independently of other properties. Animals are intrinsic wholes with unity criteria, as they have a structured organization that makes them unified entities. Animals can exist autonomously, as they do not depend on other entities for their existence."	
RedApple	http://example.org/guarino-messy#RedApple	~R	-I	-O	-U	-D	Mixin	"The term ""RedApple"" refers to an apple that is red in color. The color red is not an essential property of an apple, as apples can be of various colors. Therefore, ""RedApple"" is not a rigid term because an apple can change color and still remain an apple. It does not carry an identity condition on its own, as the identity of an apple is not determined by its color. It does not supply its own identity condition because the identity of an apple is determined by other properties. ""RedApple"" is not unifying because the color red does not imply any intrinsic wholeness. It is independent because the existence of a red apple does not depend on anything else beyond the general existence of apples."	
Group	http://example.org/guarino-messy#Group	~R	+I	-O	~U	+D	Phase	"A ""Group"" is a collection of individuals or entities that are considered as a single unit for some purpose. Groups are not intrinsic wholes but rather aggregates of their members. The identity of a group is not supplied by the group itself but rather by the identity of its members. Groups can exist independently of any other entity, but their existence depends on the existence of their members. Groups are anti-rigid because the members of a group can change without the group ceasing to exist."	
Country	http://example.org/guarino-messy#Country	+R	+I	+O	+U	-D	Sortal	A country is a rigid entity because it is essential to all its instances in all possible worlds. For example, France is necessarily a country and cannot cease to be a country without ceasing to exist as France. Countries carry an identity condition, as two countries are the same if they have the same borders, government, and population. This identity condition is supplied by the concept of a country itself. Countries are unifying entities because they are intrinsic wholes with clear boundaries and unity criteria. They are independent entities that can exist autonomously without depending on other entities.	
AmountOfMatter	http://example.org/guarino-messy#AmountOfMatter	+R	+I	-O	-U	-D	Mixin	"The term ""AmountOfMatter"" refers to a quantity of matter, which is a fundamental concept in physics and chemistry. It is a measure of the substance present in an object or system. This term is rigid because it is essential to all instances of matter in all possible worlds. It carries an identity condition because different amounts of matter can be distinguished from each other. However, it does not supply its own identity condition; rather, it inherits its identity from the specific substance or object it measures. In terms of unity, ""AmountOfMatter"" is non-unifying because it can apply to both wholes and parts. It is independent because an amount of matter can exist autonomously without depending on other entities."	
PhysicalObject	http://example.org/guarino-messy#PhysicalObject	-R	-I	-O	-U	-D	Category	A `PhysicalObject` is a general term that refers to any object that has a physical presence and occupies space. It is not essential to all instances of entities in all possible worlds, as many entities can exist without being physical (e.g., abstract concepts). It does not carry a specific identity condition that distinguishes one physical object from another beyond their physical properties. It does not supply its own identity condition but rather relies on more specific categories or types of physical objects. Physical objects can be intrinsic wholes or parts of other wholes, so they are not necessarily unifying. Physical objects can exist independently, as they do not depend on other entities for their existence.	
GroupOfPeople	http://example.org/guarino-messy#GroupOfPeople	~R	-I	-O	~U	-D	Phase	"The term ""GroupOfPeople"" refers to a collection of individuals. This term is anti-rigid because the same individuals can exist independently of being part of any specific group. It does not carry an identity condition on its own, as the identity of a group is typically determined by its members rather than the group itself. It does not supply its own identity condition because the identity of the group is derived from the identities of its members. The term is anti-unity because a group is necessarily an aggregate of individuals without intrinsic unity. It is independent because a group can exist autonomously, although its members can exist independently of the group."	
LivingBeing	http://example.org/guarino-messy#LivingBeing	+R	+I	-O	+U	-D	Sortal	"The term ""LivingBeing"" refers to any organism that exhibits the characteristics of life, such as growth, reproduction, functional activity, and continual change preceding death. This term is essential to all its instances across all possible worlds, as something that is not alive cannot be considered a living being. It carries an identity condition, as two living beings can be identified as the same if they share the same biological identity. However, it does not supply its own unique identity condition, as the specific identity criteria would depend on the type of living being (e.g., human, plant, animal). Living beings are intrinsic wholes with unity criteria, as they are organized systems with interdependent parts. They are also independent entities that can exist autonomously."	
SocialEntity	http://example.org/guarino-messy#SocialEntity	+R	+I	-O	-U	-D	Category	A `SocialEntity` is a broad term that encompasses any entity that exists within a social context. This includes individuals, groups, organizations, and other social constructs. The term is essential to all its instances in all possible worlds where social structures exist, making it rigid. It carries an identity condition because it distinguishes social entities from non-social entities. However, it does not supply its own unique identity condition; rather, it inherits or relies on more specific categories (e.g., Person, Organization) for identity. Social entities can be intrinsic wholes or aggregates, depending on the specific instance, making unity non-unifying. They can exist autonomously, making them independent.	
Location	http://example.org/guarino-messy#Location	~R	-I	-O	+U	-D	Mixin	"The term ""Location"" refers to a specific place or position. It is a general concept that can apply to various instances without being essential to any particular instance. It does not carry an identity condition on its own, as the identity of a location is typically determined by its coordinates or spatial properties. Locations can exist independently and are not necessarily aggregates or collections. They can be unifying in the sense that they represent a single, coherent place, but this is not always the case."	
Fruit	http://example.org/guarino-messy#Fruit	+R	+I	-O	+U	-D	Sortal	"The term ""Fruit"" refers to the seed-bearing structure in flowering plants formed from the ovary after flowering. It is a biological category that includes a wide variety of edible plant products. Fruits are rigid in the sense that all instances of fruits are necessarily fruits in all possible worlds where they exist. However, the identity of a fruit is not inherently carried by the term itself; rather, it is determined by biological classification. Fruits do not supply their own identity condition but rather inherit it from broader biological categories. Fruits can be considered unifying because they are intrinsic wholes with unity criteria, such as having a seed and being derived from a flower. Fruits are independent entities that can exist autonomously without depending on other entities for their existence."	
Vertebrate	http://example.org/guarino-messy#Vertebrate	+R	+I	+O	+U	-D	Sortal	A vertebrate is a biological classification that includes animals with a vertebral column or spine. This term is essential to all its instances across all possible worlds, as an entity cannot be a vertebrate without having a spine. Vertebrates carry an identity condition, as two instances can be identified as the same based on their genetic and morphological characteristics. The property of being a vertebrate supplies its own identity condition, as it is a fundamental biological classification. Vertebrates are intrinsic wholes with unity criteria, as they are complete organisms. Vertebrates can exist autonomously, as they do not depend on other entities for their existence.	
Caterpillar	http://example.org/guarino-messy#Caterpillar	+R	+I	-O	+U	-D	Sortal	"A caterpillar is a larval stage of a butterfly or moth. It is a biological entity that undergoes metamorphosis to become an adult insect. The term ""caterpillar"" is rigid because all instances of caterpillars are necessarily caterpillars in all possible worlds where they exist. It carries an identity condition because two caterpillars are the same if they share the same biological identity. However, it does not supply its own identity condition; rather, it inherits its identity from the broader category of insects. Caterpillars are unifying because they are intrinsic wholes with a unified structure. They are independent entities that can exist autonomously."	
Person	http://example.org/guarino-messy#Person	+R	+I	+O	+U	-D	Sortal	"The term ""Person"" refers to a human being, which is a fundamental and essential concept across all possible worlds. The identity of a person is intrinsic and unique to each individual. Persons are intrinsic wholes with unity criteria, and they can exist autonomously without depending on other entities."	
LegalAgent	http://example.org/guarino-messy#LegalAgent	-R	-I	-O	-U	+D	Role	A LegalAgent is an entity that acts on behalf of another entity in legal matters. The term is not essential to all instances of agents in all possible worlds, as an agent can exist without being a legal agent. However, it is essential to some instances of agents in some contexts. It does not carry an identity condition on its own, as the identity of a legal agent is derived from the entity it represents. It does not supply its own identity condition. It is not unifying, as it does not describe a mereological whole. It is dependent, as it cannot exist without the entity it represents.	
Entity	http://example.org/guarino-messy#Entity	~R	-I	-O	-U	-D	Category	"The term ""Entity"" is a broad and abstract concept that refers to anything that exists, whether it is physical, conceptual, or abstract. It does not carry specific identity conditions or unity criteria. Entities can exist independently and are not dependent on other entities for their existence. The term is not rigid because it can apply to a wide range of things that do not share essential properties."	
Organization	http://example.org/guarino-messy#Organization	+R	+I	-O	+U	+D	Sortal	"An ""Organization"" is a structured social entity designed to achieve specific goals. It is rigid because all instances of organizations are necessarily structured entities with goals. It carries an identity condition because two organizations are the same if they have the same structure, goals, and members. However, it does not supply its own identity condition; rather, it inherits it from more fundamental entities like people and roles. Organizations are unifying because they are intrinsic wholes with a unified purpose and structure. They are dependent because they cannot exist without the people and resources that constitute them."	
