term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
Butterfly	http://example.org/guarino-messy#Butterfly	+R	+I	+O	+U	-D	Sortal	Butterfly is a rigid property (+R) because if an entity is a butterfly, it is essentially a butterfly in all possible worlds where it exists. It carries and supplies its own identity condition (+I, +O), which distinguishes it from other species and allows for re-identification over time. It possesses unity (+U) as it is a discrete, whole biological organism. Lastly, it is independent (-D) because its existence does not intrinsically depend on another specific entity.	
Red	http://example.org/guarino-messy#Red	~R	-I	-O	-U	+D	Attribute/Property	The term 'Red' refers to a property that can be attributed to various objects. It is non-rigid (~R) because being red is not essential to an object's identity; an object can change color without changing its identity. 'Red' does not carry an identity condition (-I) as it does not inherently distinguish one instance from another. It does not supply its own identity condition (-O) since identity is determined by the objects it modifies, not the property itself. 'Red' as a property does not represent a unity (+U, -U, or ~U) in the traditional sense since it is an attribute rather than an entity. It is dependent (+D) in the sense that the property 'Red' exists as a descriptor of other entities.	
Food	http://example.org/guarino-messy#Food	-R	-I	-O	-U	-D	Mixin	'Food' is a non-rigid property (-R) because something can be food in one context but not in another, and its being food is not essential to its existence (e.g., a piece of fruit can be food for humans but not for all animals, and it remains the same fruit regardless of its use as food). It does not carry an identity condition (-I) since being food does not provide a criterion for distinguishing or re-identifying individual items over time. It does not supply its own identity condition (-O) for the same reason. Food items can be either unifying (+U) or non-unifying (-U) depending on the context (e.g., a meal can be seen as a whole, but ingredients separately are not), but generally, 'food' as a category is more about the function than the intrinsic unity of its instances, leaning towards -U. Finally, food does not intrinsically depend on another entity to exist (-D), though its classification as food might.	
Animal	http://example.org/guarino-messy#Animal	+R	+I	+O	+U	-D	Sortal	'Animal' is a rigid property because if an entity is an animal, it is essentially an animal in all possible worlds where it exists. It cannot cease to be an animal without ceasing to exist as that biological entity. It carries an identity condition (+I) as it allows for the distinction and re-identification of animals over time. However, it typically supplies its own global identity condition (+O), defining what it means to be an animal across various species and contexts. Animals are considered intrinsic wholes or unities (+U), with their parts functioning together to form a living being. Lastly, being an animal is independent (-D) of other specific entities, as an animal can exist on its own.	
RedApple	http://example.org/guarino-messy#RedApple	-R	+I	-O	+U	-D	Subkind	The term 'RedApple' refers to an entity that is a specialization of the sortal 'Apple' by the attribute 'Red'. This attribute is not essential to the entity being an apple, as an apple can change color (e.g., from red to green or rotting) without ceasing to be the same apple. Therefore, 'RedApple' is non-rigid. It carries an identity condition inherited from 'Apple', allowing for the re-identification of the same apple over time despite changes in its attributes. However, 'RedApple' does not supply its own unique identity condition separate from 'Apple'. As an object, 'RedApple' represents a whole, implying unity. Its existence does not depend on another specific entity, making it independent.	
Group	http://example.org/guarino-messy#Group	-R	-I	-O	+U	+D	Collective	The concept 'Group' is non-rigid (-R) because a collection of entities can form a group in one context but not in another, and the membership or purpose of the group can change over time without altering the fundamental nature of the entities involved. It does not carry a strong identity condition (-I) since groups are often defined by their members or purpose rather than an inherent property. Groups also do not supply their own identity condition (-O), as their existence and identity are typically dependent on the entities that compose them or the context in which they are considered. A group can be considered a unifying concept (+U) in the sense that it brings together individual entities under a common label or purpose, although this unity is conceptual rather than physical. However, the existence of a group is dependent on the existence of its members or the context that defines it (+D).	
Country	http://example.org/guarino-messy#Country	-R	+I	-O	+U	-D	Social/Geopolitical Sortal	'Country' is a non-rigid property (-R) because a geographical or political entity can change its status as a country (e.g., through mergers, divisions, or changes in political status) without necessarily changing its fundamental geographical or cultural identity. It carries an identity condition (+I) that allows for the re-identification of a country over time, despite changes in government, borders, or other characteristics. However, the identity condition supplied by 'Country' is not as intrinsic or essential as that of a person or an organism, suggesting it does not supply its own unique identity condition (-O). A country exhibits a form of unity (+U) in the sense that it is often considered a unified geopolitical entity, although its borders and internal structure can be complex. Lastly, a country's existence can be considered independent (-D) in the sense that it does not intrinsically depend on another country's existence to be recognized as such, although its recognition and sovereignty might depend on international relations and agreements.	
AmountOfMatter	http://example.org/guarino-messy#AmountOfMatter	-R	-I	-O	~U	+D	Attributive Property	'AmountOfMatter' represents a quantity of material substance, which can change over time due to various processes (e.g., addition, subtraction, transformation). It is non-rigid (-R) because the amount of matter can change without the entity (e.g., an object or a system) ceasing to exist as itself. It does not carry an identity condition (-I) since amounts of matter are typically characterized by their quantity rather than by inherent identity criteria. It does not supply its own identity condition (-O) as it lacks intrinsic identity. The unity of an amount of matter can be considered anti-unifying (~U) because it can be divided or aggregated without changing its fundamental nature. Finally, an amount of matter is dependent (+D) on the existence of the matter itself and the context in which it is measured.	
PhysicalObject	http://example.org/guarino-messy#PhysicalObject	+R	+I	-O	+U	-D	Category/Sortal	'PhysicalObject' is a very general sortal that encompasses all objects with physical existence. It is rigid (+R) because if something is a physical object, it cannot change its nature to be non-physical without ceasing to exist as that entity. It carries an identity condition (+I) as we can distinguish and re-identify physical objects over time. However, the identity condition it supplies is quite general (-O), as more specific sorts of physical objects (like 'Car' or 'House') have their own, more detailed identity conditions. 'PhysicalObject' exhibits unity (+U) since it denotes entities that are wholes in the physical sense. Lastly, being a physical object does not inherently depend on another specific entity for its existence (-D), making it independent.	
GroupOfPeople	http://example.org/guarino-messy#GroupOfPeople	-R	+I	-O	~U	+D	Collective	'GroupOfPeople' is a non-rigid property (-R) because the specific individuals that make up the group can change over time without the group itself ceasing to exist (e.g., members join or leave). It does not supply its own identity condition (-O) since the identity of the group is typically determined by its members or purpose, which can be fluid. However, it might carry an identity condition (+I) in a broader sense, such as being recognizable as a distinct entity over time based on its members, purpose, or activities. The unity of the group (~U) is anti-unifying because it is composed of individual persons (it's a collection rather than an intrinsic whole). The group's existence does depend (+D) on the existence of its members, as without any members, the group would not exist.	
