term	uri	rigidity	identity	own_identity	unity	dependence	classification	reasoning	error
Butterfly	http://example.org/guarino-messy#Butterfly	~R	+I	+O	+U	-D	Role	"]
The term 'Butterfly' refers to an entity that is a biological organism belonging to the order Lepidoptera, which undergoes complete metamorphosis. Following the Guarino and Welty framework, since an entity (the organism) can be a butterfly at one time and not another (e.g., it was previously a caterpillar/larva), the property is Anti-Rigid (~R). It carries (+I) and supplies (+O) its own identity conditions for distinguishing one butterfly from another. As a biological individual, it constitutes a whole (+U). It is independent (-D) as its existence does not intrinsically depend on another specific individual."	
Red	http://example.org/guarino-messy#Red	-R	-I	-O	+U	-D	Quality	"]
The term 'Red' is a property that describes the color of an object. It is non-rigid because an object can change color without changing its identity. It does not carry its own identity conditions, as it is a quality and not an entity. It is unifying as it refers to a specific aspect or attribute of an object, and it is independent as its existence does not depend on another specific entity."	
Food	http://example.org/guarino-messy#Food	+R	+I	-O	+U	-D	Sortal	"]
'Food' is a broad category of entities that can be consumed for nutritional support by a living organism. It is a sortal term, as it refers to a specific type of entity. It is rigid, as the concept of 'food' does not change its meaning regardless of the specific instances that fall under it. It carries identity, as each instance of food has distinct identity conditions. It does not supply its own identity conditions, as it is a general category that can encompass many different types of entities. It is unifying, as instances of food form a cohesive whole. It is independent, as the existence of food does not depend on another specific entity."	
Animal	http://example.org/guarino-messy#Animal	+R	+I	+O	+U	-D	Sortal	"]
'Animal' is a sortal term that refers to a broad category of multicellular, eukaryotic organisms that possess a bilateral body plan, complex nervous systems, and the ability to move voluntarily. It is a rigid term as the concept of an animal does not change its meaning regardless of specific instances. It carries identity as it defines a distinct category of entities, and it does not depend on any other entity to exist. It is unifying as it groups together various organisms that share common characteristics, and it is independent as its existence does not depend on another specific entity."	
RedApple	http://example.org/guarino-messy#RedApple	-R	+I (inherited from 'Apple')	-O	+U	-D	Subkind	"]
'RedApple' is a combination of a Rigidity property ('Apple') and a non-rigid property ('Red'). Since an instance of a 'RedApple' can cease to be red (e.g., by being painted or maturing/changing color) without ceasing to be the same identity (the apple), the property is non-rigid. However, it is not anti-rigid because one could argue it is not essential for all apples not to be red. It carries identity (inheriting from the sortal 'Apple') but does not supply a new identity condition (as it uses the same IC as 'Apple'). It is unifying as it refers to a discrete physical object and is independent as its existence doesn't necessitate another specific entity."	
Group	http://example.org/guarino-messy#Group	-R	+I	-O	+U/-U	+D	Collective	"]
'Group' is a social construct that refers to a collection of individuals or entities. It is non-rigid as the membership and composition of a group can change over time. It carries identity as a group can be distinguished from other groups based on its members and purpose. However, it does not supply its own identity conditions as its identity is derived from the identities of its members. It can be unifying as it can refer to a cohesive whole, but it can also be non-unifying if the group's members do not form a whole. It is dependent as the existence of a group relies on the existence of its members."	
Country	http://example.org/guarino-messy#Country	+R	+I	+O	+U	-D	Sortal	"]
'Country' is a sortal term that refers to a political and geographical entity. It is Rigid (+R) as the concept of a country remains the same regardless of its specific instances. It carries its own identity conditions (+I) for distinguishing one country from another based on its geographical location, population, government, and other defining characteristics. It is unifying (+U) as instances of a country form a whole and are intrinsic wholes. It is independent (-D) as a country can exist without depending on another specific entity."	
AmountOfMatter	http://example.org/guarino-messy#AmountOfMatter	+R	+I	-O	+U	-D	Sortal	"]
'AmountOfMatter' is a sortal term that refers to a quantity of matter, which can take on various forms and shapes. It is Rigid (+R) as the concept of 'matter' remains constant regardless of its form or shape. It carries identity (+I) as each amount of matter is distinct from another, and it does not supply its own identity conditions (+O), as its identity is determined by the matter it represents. It is unifying (+U) as it refers to a discrete quantity of matter, and it is independent (-D) as its existence does not depend on another specific entity."	
PhysicalObject	http://example.org/guarino-messy#PhysicalObject	+R	+I	+O	+U	-D	Sortal	"]
'PhysicalObject' is a general sortal term that refers to any tangible or material entity. It is Rigid (+R) as it applies to any object that falls under its definition, regardless of its specific properties or context. It carries its own identity conditions (+I) as it defines a distinct category of entities. It is unifying (+U) as it refers to a discrete, cohesive whole. It is independent (-D) as its existence does not depend on another specific entity."	
GroupOfPeople	http://example.org/guarino-messy#GroupOfPeople	-R	+I (inherited from the individuals)	-O	+U	+D	Collective	"]
'GroupOfPeople' is a collective noun referring to a number of individuals gathered together. Since the identity of the group depends on the identity of its members, it carries the identity of its members (+I). It does not supply its own identity conditions, as the group itself does not have a distinct identity from its members (-O). The group is unifying as it refers to a collection of individuals that form a whole (+U). It is dependent as the existence of the group relies on the existence of its members (+D)."	
